,FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
14203,2020,2,DEPT OF EDUCATION,Office of Early Learning,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,8/10/2019,261.95
14204,2020,2,DEPT OF EDUCATION,Office of Early Learning,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,8/23/2019,3840.88
14205,2020,2,DEPT OF EDUCATION,Office of Early Learning,AMAZON.COM*MA2QQ30N0,Book Stores,8/5/2019,13.7
14206,2020,2,DEPT OF EDUCATION,Office of Early Learning,MICROSOFT - 31 SAN FRANC,Computer Software Stores,8/12/2019,7295.21
14207,2020,2,DEPT OF EDUCATION,Office of Early Learning,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,8/9/2019,610.0
14208,2020,2,DEPT OF EDUCATION,Office of Early Learning,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,8/13/2019,1113.76
14209,2020,2,DEPT OF EDUCATION,Office of Early Learning,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,8/14/2019,40.01
14210,2020,2,DEPT OF EDUCATION,Office of Early Learning,AMAZON.COM*MA2QQ30N0,Book Stores,8/5/2019,5.99
14211,2020,2,DEPT OF EDUCATION,Office of Early Learning,THE COUNCIL FOR PROFESSI,Organizations Membership-Not Elsewhere Classified,8/8/2019,2975.0
14212,2020,2,DEPT OF EDUCATION,Office of Early Learning,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,8/13/2019,796.47
14213,2020,2,DEPT OF EDUCATION,Other Items,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,8/14/2019,1577.51
14214,2020,2,DEPT OF EDUCATION,Education Block Grants,LEARNING FORWARD LF,Organizations Membership-Not Elsewhere Classified,8/12/2019,60.0
14215,2020,2,DEPT OF EDUCATION,Education Block Grants,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,8/14/2019,296.0
14216,2020,2,DEPT OF EDUCATION,Education Block Grants,SAGE PUBLICATIONS,News Dealers And Newsstands,8/17/2019,1100.0
14217,2020,2,DEPT OF EDUCATION,Education Block Grants,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,8/14/2019,111.72
14218,2020,2,DEPT OF EDUCATION,Education Block Grants,TC *STATIONERY HOUSE,Stationery-Office Supplies-Printing Writing Pap,8/21/2019,10.19
14219,2020,2,DEPT OF EDUCATION,Education Block Grants,WAHLBURGER'S FENWAY,Eating Places Restaurants,8/6/2019,-25.06
14220,2020,2,DEPT OF EDUCATION,Education Block Grants,4TE*ADVANTECH INCORPORATE,Detectve-Protectve Agncy Security Srvs Armor Cars,8/8/2019,85.0
14221,2020,2,DEPT OF EDUCATION,Education Block Grants,TC *STATIONERY HOUSE,Stationery-Office Supplies-Printing Writing Pap,8/21/2019,31.82
14222,2020,2,DEPT OF EDUCATION,Education Block Grants,NCTM,Organizations Membership-Not Elsewhere Classified,8/13/2019,185.99
14223,2020,2,DEPT OF EDUCATION,Education Block Grants,WAHLBURGER'S FENWAY,Eating Places Restaurants,8/6/2019,-25.06
14224,2020,2,DEPT OF EDUCATION,Education Block Grants,IN *FIVEFIFTY LTD.,Advertising Services,7/31/2019,507.99
14225,2020,2,DEPT OF EDUCATION,Education Block Grants,NCTM,Organizations Membership-Not Elsewhere Classified,8/13/2019,11.36
14226,2020,2,DEPT OF EDUCATION,Education Block Grants,UNITED 0162469201922,Airline,8/23/2019,592.0
14227,2020,2,DEPT OF EDUCATION,Education Block Grants,PAYPAL *DELAWARESCH,Schools Educational Svc-Not Elsewhere Classified,8/21/2019,31.0
14228,2020,2,DEPT OF EDUCATION,Education Block Grants,LEARNING FORWARD LF,Organizations Membership-Not Elsewhere Classified,8/12/2019,952.0
14229,2020,2,DEPT OF EDUCATION,Education Block Grants,NATIONAL ASSOCIATION OF C,Organizations Membership-Not Elsewhere Classified,8/22/2019,500.0
14230,2020,2,DEPT OF EDUCATION,Education Block Grants,SOUTHWES 5262111860426,Airline,8/22/2019,323.96
14231,2020,2,DEPT OF EDUCATION,Education Block Grants,NATIONAL ASSOCIATION OF C,Organizations Membership-Not Elsewhere Classified,8/14/2019,400.0
14232,2020,2,DEPT OF EDUCATION,Education Block Grants,INSPIREYOURPEOPLE COM,Book Stores,8/20/2019,10.68
14233,2020,2,DEPT OF EDUCATION,Education Block Grants,INSPIREYOURPEOPLE COM,Book Stores,8/20/2019,268.5
14234,2020,2,DEPT OF EDUCATION,Education Block Grants,SKILLPATH / NATIONAL,Schools Educational Svc-Not Elsewhere Classified,8/5/2019,298.0
14235,2020,2,DEPT OF EDUCATION,Public School Transportation,J J KELLER And ASSOCIATES,Industrial Supplies Not Elsewhere Classified,8/22/2019,1222.5
14236,2020,2,DEPT OF EDUCATION,Public School Transportation,IN *JD SIGN COMPANY,Durable Goods Not Elsewhere Classified,8/9/2019,50.0
14237,2020,2,DEPT OF EDUCATION,Public School Transportation,J J KELLER And ASSOCIATES,Industrial Supplies Not Elsewhere Classified,8/22/2019,148.43
14238,2020,2,DEPT OF EDUCATION,Public School Transportation,J J KELLER And ASSOCIATES,Industrial Supplies Not Elsewhere Classified,8/21/2019,46.0
14239,2020,2,DEPT OF EDUCATION,E Education Block Grants,PIETRO'S WALNUT PIZZERIA,Eating Places Restaurants,8/8/2019,34.0
14240,2020,2,DEPT OF EDUCATION,E Education Block Grants,JONES,Eating Places Restaurants,8/8/2019,26.0
14241,2020,2,DEPT OF EDUCATION,E Education Block Grants,THE WARWICK HOTEL RITTENH,Lodging,8/9/2019,418.5
14242,2020,2,DEPT OF EDUCATION,Special Needs Programs,NCS*GED EXAM,Schools Educational Svc-Not Elsewhere Classified,8/23/2019,780.0
14243,2020,2,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,8/21/2019,97.0
14244,2020,2,DEPT OF EDUCATION,Special Needs Programs,NCS*GED EXAM,Schools Educational Svc-Not Elsewhere Classified,7/31/2019,3400.0
14245,2020,2,DEPT OF EDUCATION,Special Needs Programs,RESTAURANT DEPOT,Grocery Stores Supermarkets,8/5/2019,35.24
14246,2020,2,DEPT OF EDUCATION,Special Needs Programs,DELAWARE BRICK COMPANY,Building Materials Lumber Stores,8/2/2019,3196.0
14247,2020,2,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,7/30/2019,92.88
14248,2020,2,DEPT OF EDUCATION,Special Needs Programs,NCS*GED EXAM,Schools Educational Svc-Not Elsewhere Classified,8/8/2019,3000.0
14249,2020,2,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,8/9/2019,19.78
14250,2020,2,DEPT OF EDUCATION,Special Needs Programs,RESTAURANT STORE WILM 131,Misc Food Store-Convenience Mrkt Splty Vendng Macs,8/15/2019,43.61
14251,2020,2,DEPT OF EDUCATION,Special Needs Programs,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,8/14/2019,40.01
14252,2020,2,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,8/26/2019,117.75
14253,2020,3,DEPT OF EDUCATION,Office of the Secretary,DOLLAR TREE,Variety Stores,9/18/2019,24.0
14254,2020,3,DEPT OF EDUCATION,Office of the Secretary,AMERICAN AIR0012374523489,Airline,8/27/2019,811.61
14255,2020,3,DEPT OF EDUCATION,Office of the Secretary,IC *FREESHIPPING.COM,Direct Marketing-Continuity-Subscription Merchants,9/25/2019,13.0
14256,2020,3,DEPT OF EDUCATION,Office of the Secretary,IC *FREESHIPPING.COM,Direct Marketing-Continuity-Subscription Merchants,9/18/2019,2.0
14257,2020,3,DEPT OF EDUCATION,Office of the Secretary,IN *PAXEN PUBLISHING LLC,Business Services-Not Elsewhere Classified,9/5/2019,3993.18
14258,2020,3,DEPT OF EDUCATION,Office of the Secretary,WB MASON,Stationery-Office Supplies-Printing Writing Pap,8/26/2019,144.72
14259,2020,3,DEPT OF EDUCATION,Office of the Secretary,KENT-SUSSEX INDUSTRIES IN,Organizations Charitable And Social Services,8/30/2019,316.0
14260,2020,3,DEPT OF EDUCATION,Office of the Secretary,STAPLS0177217676000001,Stationery-Office Supplies-Printing Writing Pap,8/27/2019,118.22
14261,2020,3,DEPT OF EDUCATION,Office of the Secretary,SCREENCAST-O-MATIC.COM,Computers Computer Peripheral Equipment Software,8/29/2019,210.0
14262,2020,3,DEPT OF EDUCATION,Office of the Secretary,HERTZ RENT-A-CAR,Car Rental,9/5/2019,44.62
14263,2020,3,DEPT OF EDUCATION,Office of the Secretary,SUNOCO 0341306900,Fuel Dispenser Automated,9/5/2019,4.18
14264,2020,3,DEPT OF EDUCATION,Office of the Secretary,PITTSBURGH 0760WS1 BAR SY,Fast Food Restaurants,9/5/2019,26.97
14265,2020,3,DEPT OF EDUCATION,Office of the Secretary,STAPLS0177157461000003,Stationery-Office Supplies-Printing Writing Pap,8/31/2019,225.25
14266,2020,3,DEPT OF EDUCATION,Office of the Secretary,STAPLS0177453548000001,Stationery-Office Supplies-Printing Writing Pap,9/5/2019,117.76
14267,2020,3,DEPT OF EDUCATION,Office of the Secretary,THE MASTER TEACHER,Schools Educational Svc-Not Elsewhere Classified,9/9/2019,1138.1
14268,2020,3,DEPT OF EDUCATION,Office of the Secretary,THE MASTER TEACHER,Schools Educational Svc-Not Elsewhere Classified,9/9/2019,49.73
14269,2020,3,DEPT OF EDUCATION,Office of the Secretary,SOCIETYFORHUMANRESOURCE,Professional Services-Not Elsewhere Classified,9/26/2019,-830.0
14270,2020,3,DEPT OF EDUCATION,Office of the Secretary,LUCCA RESTAURANT And BAR,Eating Places Restaurants,9/24/2019,43.02
14271,2020,3,DEPT OF EDUCATION,Office of the Secretary,DRA EDUCATIONAL FOUNDATIO,Schools Educational Svc-Not Elsewhere Classified,8/28/2019,401.0
14272,2020,3,DEPT OF EDUCATION,Office of the Secretary,STAPLS0177662182000001,Stationery-Office Supplies-Printing Writing Pap,9/12/2019,103.13
14273,2020,3,DEPT OF EDUCATION,Office of the Secretary,LUXE BURGER BAR,Eating Places Restaurants,8/30/2019,43.47
14274,2020,3,DEPT OF EDUCATION,Office of the Secretary,GO AIRPORT EXPRESS,Travel,9/18/2019,69.04
14275,2020,3,DEPT OF EDUCATION,Office of the Secretary,SOCIETYFORHUMANRESOURCE,Professional Services-Not Elsewhere Classified,9/11/2019,1825.0
14276,2020,3,DEPT OF EDUCATION,Office of the Secretary,THE MASTER TEACHER,Schools Educational Svc-Not Elsewhere Classified,9/9/2019,59.9
14277,2020,3,DEPT OF EDUCATION,Office of the Secretary,HERTZ RENT-A-CAR,Car Rental,8/30/2019,46.42
14278,2020,3,DEPT OF EDUCATION,Academic Support,DIV FOR EARLY CHILDHOOD,Direct Marketing-Other Direct Marketers-Not Elsew,9/12/2019,615.0
14279,2020,3,DEPT OF EDUCATION,Academic Support,STAPLS0177662182000002,Stationery-Office Supplies-Printing Writing Pap,9/21/2019,128.81
14280,2020,3,DEPT OF EDUCATION,Academic Support,AMERICAN AIR0012377569558,Airline,9/12/2019,429.61
14281,2020,3,DEPT OF EDUCATION,Academic Support,DISPUTE CREDIT,Fast Food Restaurants,9/25/2019,-3.0
14282,2020,3,DEPT OF EDUCATION,Academic Support,DIVISION ON CAREER DEV,Business Services-Not Elsewhere Classified,9/13/2019,355.0
14283,2020,3,DEPT OF EDUCATION,Academic Support,PIZZA DELIGHT BY GIACOMO,Fast Food Restaurants,9/12/2019,19.88
14284,2020,3,DEPT OF EDUCATION,Academic Support,SQ *GRAND CAB COMPA,Travel,9/23/2019,18.46
14285,2020,3,DEPT OF EDUCATION,Academic Support,SOLAR MADE,Miscellaneous And Specialty Retail Stores,9/25/2019,34.48
14286,2020,3,DEPT OF EDUCATION,Academic Support,SOLAR MADE,Miscellaneous And Specialty Retail Stores,9/25/2019,559.6
14287,2020,3,DEPT OF EDUCATION,Academic Support,SOUTHWES 5262119391701,Airline,9/12/2019,132.96
14288,2020,3,DEPT OF EDUCATION,Academic Support,UM TEST SECURITY CONF OMS,Colleges Univ Pro Schools Junior Colleges,9/11/2019,115.0
14289,2020,3,DEPT OF EDUCATION,Academic Support,PAT'S PIZZERIA,Eating Places Restaurants,9/16/2019,74.48
14290,2020,3,DEPT OF EDUCATION,Academic Support,FOOD LION #1385,Grocery Stores Supermarkets,9/16/2019,3.96
14291,2020,3,DEPT OF EDUCATION,Academic Support,AMTRAK .COM 2410663567062,Travel,8/29/2019,94.0
14292,2020,3,DEPT OF EDUCATION,Academic Support,AMZN MKTP US*KS9YE7NS3,Book Stores,9/20/2019,29.95
14293,2020,3,DEPT OF EDUCATION,Academic Support,STAPLS0177863404000001,Stationery-Office Supplies-Printing Writing Pap,9/21/2019,54.29
14294,2020,3,DEPT OF EDUCATION,Academic Support,LUIGI'S PIZZA,Eating Places Restaurants,9/20/2019,66.5
14295,2020,3,DEPT OF EDUCATION,Academic Support,SMYRNA DINER,Eating Places Restaurants,9/15/2019,169.82
14296,2020,3,DEPT OF EDUCATION,Academic Support,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,9/12/2019,40.01
14297,2020,3,DEPT OF EDUCATION,Academic Support,SOUTHWES 5262119392935,Airline,9/12/2019,132.96
14298,2020,3,DEPT OF EDUCATION,Academic Support,SAFEWAY #1763,Grocery Stores Supermarkets,9/25/2019,44.72
14299,2020,3,DEPT OF EDUCATION,Academic Support,DOLLAR TREE,Variety Stores,9/24/2019,6.0
14300,2020,3,DEPT OF EDUCATION,Student Support,AMERICAN ACADEMY OF PEDIA,Organizations Membership-Not Elsewhere Classified,8/27/2019,49.95
14301,2020,3,DEPT OF EDUCATION,Student Support,STAPLS0177510899000001,Stationery-Office Supplies-Printing Writing Pap,9/7/2019,264.55
14302,2020,3,DEPT OF EDUCATION,Student Support,STAPLS0177510899000002,Stationery-Office Supplies-Printing Writing Pap,9/18/2019,2.91
14303,2020,3,DEPT OF EDUCATION,Student Support,MIC3 COMPACT,Organizations Membership-Not Elsewhere Classified,9/24/2019,370.0
14304,2020,3,DEPT OF EDUCATION,Student Support,NAEHCY,Organizations Charitable And Social Services,9/19/2019,800.0
14305,2020,3,DEPT OF EDUCATION,Student Support,THE BROWN HOTEL FB,Eating Places Restaurants,9/23/2019,16.0
14306,2020,3,DEPT OF EDUCATION,Student Support,CHICK FIL A,Fast Food Restaurants,9/23/2019,6.41
14307,2020,3,DEPT OF EDUCATION,Student Support,THE BROWN HOTEL FB,Eating Places Restaurants,9/23/2019,16.0
14308,2020,3,DEPT OF EDUCATION,Student Support,STAPLS0177577162000001,Stationery-Office Supplies-Printing Writing Pap,9/10/2019,134.68
14309,2020,3,DEPT OF EDUCATION,Student Support,AMAZON.COM*IV4RZ3GZ3,Book Stores,9/12/2019,782.4
14310,2020,3,DEPT OF EDUCATION,Student Support,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,9/12/2019,205.23
14311,2020,3,DEPT OF EDUCATION,Student Support,SAMS CLUB #6330,Wholesale Clubs,9/5/2019,7.73
14312,2020,3,DEPT OF EDUCATION,Student Support,SOUTHWES 5262116318350,Airline,9/4/2019,207.96
14313,2020,3,DEPT OF EDUCATION,Student Support,CACFP.ORG,Organizations Membership-Not Elsewhere Classified,9/20/2019,150.0
14314,2020,3,DEPT OF EDUCATION,Student Support,32753 - BWI LONG TERM B,Automobile Parking Lots And Garages,9/25/2019,24.0
14315,2020,3,DEPT OF EDUCATION,Student Support,THE BROWN HOTEL,Lodging,9/25/2019,345.9
14316,2020,3,DEPT OF EDUCATION,Student Support,32752 - BWI LONG TERM A,Automobile Parking Lots And Garages,9/25/2019,24.0
14317,2020,3,DEPT OF EDUCATION,Student Support,THE BROWN HOTEL,Lodging,9/25/2019,345.9
14318,2020,3,DEPT OF EDUCATION,Student Support,SMASHBURGER SDF,Eating Places Restaurants,9/25/2019,14.7
14319,2020,3,DEPT OF EDUCATION,Student Support,ADACDR WEBSITE,Organizations Membership-Not Elsewhere Classified,8/30/2019,70.0
14320,2020,3,DEPT OF EDUCATION,Student Support,AMAZON.COM*935C47DQ3,Book Stores,9/12/2019,63.68
14321,2020,3,DEPT OF EDUCATION,Student Support,HILTON HOTELS,Lodging,9/6/2019,292.34
14322,2020,3,DEPT OF EDUCATION,Student Support,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,9/7/2019,1220.0
14323,2020,3,DEPT OF EDUCATION,Student Support,AMERICAN AIR0012376312429,Airline,9/5/2019,540.6
14324,2020,3,DEPT OF EDUCATION,Educator Support,UNITED 0162472935762,Airline,9/16/2019,458.0
14325,2020,3,DEPT OF EDUCATION,Educator Support,UNITED 0162472940584,Airline,9/16/2019,458.0
14326,2020,3,DEPT OF EDUCATION,Educator Support,USPS PO 0917600901,Postal Services-Government Only,9/12/2019,6.85
14327,2020,3,DEPT OF EDUCATION,Educator Support,FLASHBAYCOM,Computers Computer Peripheral Equipment Software,8/29/2019,785.0
14328,2020,3,DEPT OF EDUCATION,Educator Support,FLASHBAYCOM,Computers Computer Peripheral Equipment Software,8/29/2019,25.0
14329,2020,3,DEPT OF EDUCATION,Educator Support,NASDTEC,Organizations Membership-Not Elsewhere Classified,9/17/2019,470.0
14330,2020,3,DEPT OF EDUCATION,Educator Support,TST* SEVEN HILLS - JIM S,Fast Food Restaurants,9/24/2019,14.83
14331,2020,3,DEPT OF EDUCATION,Educator Support,CREATIVE MOBIL10510014,Travel,9/23/2019,117.4
14332,2020,3,DEPT OF EDUCATION,Educator Support,UBER TRIP,Travel,9/25/2019,55.73
14333,2020,3,DEPT OF EDUCATION,Educator Support,RESIDENCE INN BOSTON C,Lodging,9/24/2019,322.81
14334,2020,3,DEPT OF EDUCATION,Educator Support,LUCCA RESTAURANT And BAR,Eating Places Restaurants,9/24/2019,33.36
14335,2020,3,DEPT OF EDUCATION,Educator Support,PPA PHL AIRPORT,Automobile Parking Lots And Garages,9/25/2019,22.0
14336,2020,3,DEPT OF EDUCATION,Educator Support,TST* ADELITA - CONCORD,Eating Places Restaurants,9/23/2019,24.33
14337,2020,3,DEPT OF EDUCATION,Educator Support,USPS PO 0917600901,Postal Services-Government Only,9/26/2019,6.85
14338,2020,3,DEPT OF EDUCATION,Educator Support,NASDTEC,Organizations Membership-Not Elsewhere Classified,9/16/2019,470.0
14339,2020,3,DEPT OF EDUCATION,Educator Support,TST* ADELITA - CONCORD,Eating Places Restaurants,9/23/2019,23.0
14340,2020,3,DEPT OF EDUCATION,Educator Support,UNITED 0162472938179,Airline,9/16/2019,458.0
14341,2020,3,DEPT OF EDUCATION,Educator Support,ALDO LAMBERTI TRATTORIA,Eating Places Restaurants,9/23/2019,16.14
14342,2020,3,DEPT OF EDUCATION,Educator Support,RESIDENCE INN BOSTON C,Lodging,9/24/2019,290.54
14343,2020,3,DEPT OF EDUCATION,Educator Support,NASDTEC,Organizations Membership-Not Elsewhere Classified,9/17/2019,470.0
14344,2020,3,DEPT OF EDUCATION,Operations Support,SOUTHWES 5262117255943,Airline,9/6/2019,782.66
14345,2020,3,DEPT OF EDUCATION,Operations Support,BALSAMIQ TRID1106530,Computer Software Stores,9/26/2019,12.0
14346,2020,3,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,9/25/2019,191.88
14347,2020,3,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,9/25/2019,383.76
14348,2020,3,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,9/25/2019,248.0
14349,2020,3,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,9/25/2019,169.08
14350,2020,3,DEPT OF EDUCATION,Operations Support,PIZZA DELIGHT BY GIACOMO,Fast Food Restaurants,9/12/2019,2.45
14351,2020,3,DEPT OF EDUCATION,Operations Support,SOUTHWES 5262117255620,Airline,9/6/2019,782.66
14352,2020,3,DEPT OF EDUCATION,Operations Support,STAPLS0177774931000001,Stationery-Office Supplies-Printing Writing Pap,9/17/2019,244.32
14353,2020,3,DEPT OF EDUCATION,Operations Support,STAPLS0177774931000002,Stationery-Office Supplies-Printing Writing Pap,9/21/2019,9.59
14354,2020,3,DEPT OF EDUCATION,Operations Support,DMI* DELL SM BUS,Computers Computer Peripheral Equipment Software,9/17/2019,453.53
14355,2020,3,DEPT OF EDUCATION,Operations Support,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,9/20/2019,776.64
14356,2020,3,DEPT OF EDUCATION,Operations Support,INTERNATIONAL TRANSACTION,Internal Transaction,9/20/2019,0.45
14357,2020,3,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,8/28/2019,241.2
14358,2020,3,DEPT OF EDUCATION,Operations Support,SOUTHWES 5262117255652,Airline,9/6/2019,782.66
14359,2020,3,DEPT OF EDUCATION,Operations Support,SNUG,Organizations Charitable And Social Services,8/30/2019,650.0
14360,2020,3,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,9/9/2019,120.6
14361,2020,3,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,9/10/2019,144.72
14362,2020,3,DEPT OF EDUCATION,Operations Support,EASTERN SHORE COFFEE And WA,Business Services-Not Elsewhere Classified,9/4/2019,458.71
14363,2020,3,DEPT OF EDUCATION,Operations Support,4TE*ADVANTECH INCORPORATE,Detectve-Protectve Agncy Security Srvs Armor Cars,9/11/2019,525.0
14364,2020,3,DEPT OF EDUCATION,Operations Support,STAPLS0177301641000001,Stationery-Office Supplies-Printing Writing Pap,8/29/2019,422.63
14365,2020,3,DEPT OF EDUCATION,Operations Support,EASTERN SHORE COFFEE And WA,Business Services-Not Elsewhere Classified,9/4/2019,5.89
14366,2020,3,DEPT OF EDUCATION,Operations Support,STK*SHUTTERSTOCK,Commercial Art Graphics Photography,9/9/2019,35.0
14367,2020,3,DEPT OF EDUCATION,Operations Support,TRAVEL INSURANCE POLICY,Insurance Sales Underwriting And Premiums,9/6/2019,35.14
14368,2020,3,DEPT OF EDUCATION,Operations Support,EASTERN SHORE COFFEE And WA,Business Services-Not Elsewhere Classified,9/4/2019,34.0
14369,2020,3,DEPT OF EDUCATION,Operations Support,STAPLS0177335970000001,Stationery-Office Supplies-Printing Writing Pap,8/31/2019,409.69
14370,2020,3,DEPT OF EDUCATION,Operations Support,SCREENCLOUD,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,9/20/2019,30.0
14371,2020,3,DEPT OF EDUCATION,Operations Support,STAPLS0178022360000001,Stationery-Office Supplies-Printing Writing Pap,9/26/2019,33.42
14372,2020,3,DEPT OF EDUCATION,Operations Support,SNUG,Organizations Charitable And Social Services,8/30/2019,650.0
14373,2020,3,DEPT OF EDUCATION,Office of Early Learning,STAPLS0177589183000001,Stationery-Office Supplies-Printing Writing Pap,9/10/2019,79.5
14374,2020,3,DEPT OF EDUCATION,Office of Early Learning,HOG ISLAND SF,Eating Places Restaurants,9/24/2019,51.45
14375,2020,3,DEPT OF EDUCATION,Office of Early Learning,PRICELN*UNITED AIRLINE,Travel,9/14/2019,4.28
14376,2020,3,DEPT OF EDUCATION,Office of Early Learning,UNITED 0167399585164,Airline,9/12/2019,283.3
14377,2020,3,DEPT OF EDUCATION,Office of Early Learning,SOUTHWES 5262116760599,Airline,9/5/2019,242.97
14378,2020,3,DEPT OF EDUCATION,Office of Early Learning,WPY*UNITED WAY OF DELAWAR,Business Services-Not Elsewhere Classified,9/20/2019,25.0
14379,2020,3,DEPT OF EDUCATION,Office of Early Learning,WALMART.COM 8009666546,Discount Stores,9/20/2019,64.84
14380,2020,3,DEPT OF EDUCATION,Office of Early Learning,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,9/12/2019,40.01
14381,2020,3,DEPT OF EDUCATION,Office of Early Learning,MARRIOTT33703PHLDL PARKN,Automobile Parking Lots And Garages,9/19/2019,35.53
14382,2020,3,DEPT OF EDUCATION,Office of Early Learning,AMERICAN AIR0017410677016,Airline,9/12/2019,208.3
14383,2020,3,DEPT OF EDUCATION,Office of Early Learning,TST* BOUCHON BAKERY YOUNT,Eating Places Restaurants,9/24/2019,8.25
14384,2020,3,DEPT OF EDUCATION,Office of Early Learning,BOUCHON BISTRO,Eating Places Restaurants,9/24/2019,38.67
14385,2020,3,DEPT OF EDUCATION,Office of Early Learning,SQ *ELIXIRIA,Eating Places Restaurants,9/26/2019,11.75
14386,2020,3,DEPT OF EDUCATION,Office of Early Learning,TEMPLE UNIVERSITY PARKIN,Automobile Parking Lots And Garages,9/17/2019,28.0
14387,2020,3,DEPT OF EDUCATION,Office of Early Learning,SQ *JUICE ON THE SQ,Fast Food Restaurants,9/23/2019,9.0
14388,2020,3,DEPT OF EDUCATION,Office of Early Learning,NBCDI,Organizations Charitable And Social Services,9/6/2019,450.0
14389,2020,3,DEPT OF EDUCATION,Office of Early Learning,NATIONAL HEAD START ASSO,Organizations Charitable And Social Services,9/5/2019,150.0
14390,2020,3,DEPT OF EDUCATION,Office of Early Learning,STAPLS0177589183000001,Stationery-Office Supplies-Printing Writing Pap,9/10/2019,7.88
14391,2020,3,DEPT OF EDUCATION,Office of Early Learning,WHOLEFDS SOM 10151,Grocery Stores Supermarkets,9/25/2019,49.0
14392,2020,3,DEPT OF EDUCATION,Office of Early Learning,UBER TRIP,Travel,9/24/2019,33.41
14393,2020,3,DEPT OF EDUCATION,Office of Early Learning,SQ *ELIXIRIA,Eating Places Restaurants,9/24/2019,18.5
14394,2020,3,DEPT OF EDUCATION,Office of Early Learning,SQ *ELIXIRIA,Eating Places Restaurants,9/25/2019,8.75
14395,2020,3,DEPT OF EDUCATION,State Board of Education,NASBE,Schools Educational Svc-Not Elsewhere Classified,9/6/2019,750.0
14396,2020,3,DEPT OF EDUCATION,State Board of Education,AMERICAN AIR0012376525019,Airline,9/6/2019,362.01
14397,2020,3,DEPT OF EDUCATION,State Board of Education,AMERICAN AIR0012376525018,Airline,9/6/2019,362.01
14398,2020,3,DEPT OF EDUCATION,State Board of Education,NASBE,Schools Educational Svc-Not Elsewhere Classified,9/6/2019,750.0
14399,2020,3,DEPT OF EDUCATION,Other Items,WB MASON,Stationery-Office Supplies-Printing Writing Pap,9/10/2019,17.77
14400,2020,3,DEPT OF EDUCATION,Other Items,AMTRAK .COM 2410632595228,Travel,8/29/2019,78.0
14401,2020,3,DEPT OF EDUCATION,Other Items,ULINE *SHIP SUPPLIES,Direct Marketing-Catalog Merchants,9/18/2019,981.92
14402,2020,3,DEPT OF EDUCATION,Other Items,FASTENAL COMPANY 01DEDOV,Industrial Supplies Not Elsewhere Classified,9/17/2019,153.72
14403,2020,3,DEPT OF EDUCATION,Other Items,FOOD LION #1385,Grocery Stores Supermarkets,9/12/2019,9.98
14404,2020,3,DEPT OF EDUCATION,Other Items,ACTFL AMRCN CNCL TCHNG FR,Organizations Charitable And Social Services,9/10/2019,270.0
14405,2020,3,DEPT OF EDUCATION,Other Items,NCSSFL,Organizations Charitable And Social Services,8/29/2019,150.0
14406,2020,3,DEPT OF EDUCATION,Other Items,ACTFL AMRCN CNCL TCHNG FR,Organizations Charitable And Social Services,8/29/2019,270.0
14407,2020,3,DEPT OF EDUCATION,Other Items,UPS*000021X956,Courier Svc-Air Ground Freight Forwarders,9/8/2019,5.15
